proudy-1: min;proudy-1: max;proudy-2: min;proudy-2: max;proudy-3: min;proudy-3: max;proudy-4: min;proudy-4: max;napeti-1: min;napeti-1: max;napeti-2: min;napeti-2: max;napeti-3: min;napeti-3: max;napeti-4: min;napeti-4: max;oscilace-1: min;oscilace-1: max;oscilace-2: min;oscilace-2: max;oscilace-3: min;oscilace-3: max;oscilace-4: min;oscilace-4: max;oscilace-5: min;oscilace-5: max;oscilace-6: min;oscilace-6: max;oscilace-7: min;oscilace-7: max;oscilace-8: min;oscilace-8: max;oscilace-9: min;oscilace-9: max;oscilace-10: min;oscilace-10: max;oscilace-11: min;oscilace-11: max;oscilace-12: min;oscilace-12: max;oscilace-13: min;oscilace-13: max;oscilace-14: min;oscilace-14: max;oscilace-15: min;oscilace-15: max;oscilace-16: min;oscilace-16: max;filepath
-2.1783042;-0.5894519;-13.604096;31.331266;-2.1826804;-0.59173524;-13.611477;31.331367;-4.8671975;-0.72336274;-1.7327307;11.556471;-5.7868085;-0.76652944;-1.6807914;11.5799675;-0.98404855;-0.04150698;-0.14163636;0.2667819;-0.6550013;0.6108225;-2.1238832;-0.015611201;0.013593657;0.25493008;-0.10240087;0.01681242;-0.04480513;0.14300643;0.022318706;0.5575693;-0.052466787;0.206594;-0.08471122;0.069864854;-0.70600396;0.4872858;-0.69713145;0.08576229;-0.07264079;0.026148634;-0.0047435625;0.05304248;-0.09033668;0.029074186;-0.05846075;0.12414313;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_4Nm_02-09-2021_15-04_Em_1.mat
-2.1783042;-0.5894519;-13.604096;31.331266;-2.1826804;-0.59173524;-13.611477;31.331367;-4.8671975;-0.72336274;-1.7327307;11.556471;-5.7868085;-0.76652944;-1.6807914;11.5799675;-0.074007444;0.7140461;0.05192838;0.73409486;-1.8551265;-0.11603926;-0.25922596;1.3113697;-0.20964763;-0.0015359537;-0.17596969;-0.009586306;0.021397674;0.43893445;-0.37782788;0.021180136;-0.16364838;0.015864875;-0.170581;0.0686755;-0.658264;0.21622756;-0.35842922;0.691022;-0.017182363;0.073643476;-0.020273603;0.052926708;-0.046213523;0.12826811;-0.05925091;0.07897439;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_4Nm_02-09-2021_15-04_Em_2.mat
-2.4039698;-0.63201666;-10.783028;34.61575;-2.402397;-0.63578856;-10.793612;34.61297;-5.107995;-0.7532069;-1.3413376;11.670144;-6.0553465;-0.7914133;-1.2490015;11.696485;0.045552142;0.3347566;-1.0258603;-0.007118798;-0.14895126;2.0467796;0.14883566;1.3557955;-0.05969871;-0.0011235371;0.01977923;0.27641794;-0.53718776;-0.0138913635;-0.2212869;-2.5496041e-05;-0.118686736;0.04594432;-0.029796261;0.20368825;-0.36484015;0.939496;-0.5019461;0.7640281;-0.029677916;0.027478656;-0.08347117;0.023965556;-0.09954836;0.049115427;-0.11173165;0.033372756;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_5Nm_02-09-2021_15-04_Em_0.mat
-2.4039698;-0.63201666;-10.783028;34.61575;-2.402397;-0.63578856;-10.793612;34.61297;-5.107995;-0.7532069;-1.3413376;11.670144;-6.0553465;-0.7914133;-1.2490015;11.696485;-1.0358068;-0.049037054;-0.12621953;0.28957674;-0.75255;0.7035724;-2.215078;-0.13398552;0.017691104;0.26503375;-0.108141586;0.016603434;-0.037128743;0.14027277;0.012491938;0.5589339;-0.04877645;0.21629196;-0.09189179;0.073096596;-0.8566342;0.5799618;-0.8577533;0.21576811;-0.074151345;0.022115413;-0.009626045;0.051593088;-0.0878202;0.029802164;-0.042237215;0.12719513;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_5Nm_02-09-2021_15-04_Em_1.mat
-2.4039698;-0.63201666;-10.783028;34.61575;-2.402397;-0.63578856;-10.793612;34.61297;-5.107995;-0.7532069;-1.3413376;11.670144;-6.0553465;-0.7914133;-1.2490015;11.696485;-0.06486876;0.75688046;0.054611146;0.77379316;-1.860718;-0.17599195;-0.3921236;1.4779917;-0.22152445;-0.0061247535;-0.1828882;-0.010862626;0.0074520777;0.44901875;-0.3742596;-0.011542764;-0.1588103;0.019760145;-0.17558335;0.054687083;-0.74377817;0.10304235;-0.5055277;1.0054365;-0.019394103;0.072149545;-0.014690029;0.048202567;-0.038361087;0.13133453;-0.05197837;0.051716108;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_5Nm_02-09-2021_15-04_Em_2.mat
-2.6583865;-0.63182104;-6.904607;38.166454;-2.6552699;-0.63834983;-6.9226947;38.16466;-5.311788;-0.77458423;-0.66856825;11.756673;-6.281126;-0.80562574;-0.52953845;11.781942;0.054894745;0.3476352;-1.0706861;-0.01251305;-0.123103425;2.0401292;0.10984695;1.2271762;-0.06103922;-0.0065389983;0.017535463;0.28849047;-0.5455993;-0.022064295;-0.2435169;-0.009575188;-0.12017519;0.036474306;-0.023733025;0.21427675;-0.15661912;0.78682446;-0.1885256;0.5908103;-0.029362783;0.023060238;-0.08243763;0.019279223;-0.10524264;0.022265283;-0.1095584;0.02652642;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_6Nm_02-09-2021_15-04_Em_0.mat
-2.6583865;-0.63182104;-6.904607;38.166454;-2.6552699;-0.63834983;-6.9226947;38.16466;-5.311788;-0.77458423;-0.66856825;11.756673;-6.281126;-0.80562574;-0.52953845;11.781942;-1.0815631;-0.0404249;-0.12613608;0.3156095;-0.33718795;0.67748207;-2.31639;0.022998702;0.018477993;0.2745589;-0.12054619;0.013135133;-0.03431575;0.12232342;0.023895852;0.5848374;-0.038790576;0.20400165;-0.105905205;0.071536094;-0.3951905;0.48375928;-0.79722035;0.10876832;-0.06868427;0.017121874;-0.008902466;0.055460412;-0.07084801;0.021508683;-0.018897047;0.13410051;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_6Nm_02-09-2021_15-04_Em_1.mat
-2.6583865;-0.63182104;-6.904607;38.166454;-2.6552699;-0.63834983;-6.9226947;38.16466;-5.311788;-0.77458423;-0.66856825;11.756673;-6.281126;-0.80562574;-0.52953845;11.781942;-0.062398005;0.8000397;0.055032887;0.81250644;-2.0095963;-0.07518788;-0.35111946;1.297878;-0.23323835;-0.0110690165;-0.18817371;-0.01446938;0.019324517;0.46851856;-0.37302557;-0.011480699;-0.16923594;0.017855613;-0.1638085;0.043454204;-0.7331307;0.061622094;-0.30487195;0.66646194;-0.016270706;0.077570744;-0.010376761;0.046178356;-0.025764091;0.13778892;-0.066616;0.04594355;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_6Nm_02-09-2021_15-04_Em_2.mat
-2.9071143;-0.49695435;-1.8769975;41.83657;-2.9022756;-0.5028711;-1.8963777;41.835564;-5.560209;-0.79904187;0.6380765;11.835243;-6.5610523;-0.8535646;0.77009606;11.844373;0.0528246;0.37173626;-1.1289488;-0.007536758;-0.076372385;2.0656652;0.030697;1.257501;-0.06387701;-0.0062879664;0.017590258;0.30960536;-0.5499777;-0.020940308;-0.26200074;-0.009097875;-0.11549449;0.008928697;-0.017108323;0.21577312;-0.3276433;0.8025379;-0.4170789;0.6710878;-0.025360083;0.026736503;-0.08110094;0.0058050714;-0.10057205;0.049228527;-0.1150244;0.018481564;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_7Nm_02-09-2021_15-04_Em_0.mat
-2.9071143;-0.49695435;-1.8769975;41.83657;-2.9022756;-0.5028711;-1.8963777;41.835564;-5.560209;-0.79904187;0.6380765;11.835243;-6.5610523;-0.8535646;0.77009606;11.844373;-1.1428502;-0.04113458;-0.13172516;0.31748587;-0.58594525;0.7543786;-2.2972639;-0.05363397;0.019929703;0.29538494;-0.12142907;0.010824346;-0.055662863;0.12623312;0.024430735;0.5921845;-0.018973196;0.20961572;-0.10191583;0.07048693;-0.73220676;0.5368063;-0.81886727;0.32305443;-0.06929638;0.0045314212;-0.0053631845;0.057414223;-0.07380222;0.028721355;-0.035005208;0.12792225;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_7Nm_02-09-2021_15-04_Em_1.mat
-2.9071143;-0.49695435;-1.8769975;41.83657;-2.9022756;-0.5028711;-1.8963777;41.835564;-5.560209;-0.79904187;0.6380765;11.835243;-6.5610523;-0.8535646;0.77009606;11.844373;-0.052607697;0.8277089;0.054247312;0.86417675;-1.9879804;-0.048688475;-0.32583615;1.3210787;-0.24746533;-0.008246986;-0.20731796;-0.016928997;0.02137497;0.48838562;-0.37911153;-0.011838929;-0.17362858;0.020353632;-0.16420424;0.016109154;-0.76477396;0.27030367;-0.37631997;0.86739385;-0.0055232635;0.0770286;-0.0023174242;0.0514818;-0.016030952;0.13564688;-0.061419405;0.050262503;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_7Nm_02-09-2021_15-04_Em_2.mat
-3.144086;-0.3856519;1.6985357;45.107677;-3.1383426;-0.39113417;1.6876675;45.107937;-5.8189864;-0.82930607;1.7949346;12.108577;-6.799158;-0.8725382;1.8118367;12.140653;0.051060557;0.3809658;-1.1784321;-0.020057565;-0.07093576;2.164351;0.11467048;1.3266466;-0.06870947;0.00090347556;0.019416353;0.3251162;-0.57290345;-0.0268013;-0.26065648;-0.02028094;-0.10096287;0.018447671;0.0050416393;0.22737628;-0.150567;0.7681389;-0.45087415;0.6861756;-0.03219446;0.021884365;-0.08824893;-0.00856008;-0.112351924;0.031954285;-0.11159634;0.007974293;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_8Nm_02-09-2021_15-04_Em_0.mat
-3.144086;-0.3856519;1.6985357;45.107677;-3.1383426;-0.39113417;1.6876675;45.107937;-5.8189864;-0.82930607;1.7949346;12.108577;-6.799158;-0.8725382;1.8118367;12.140653;-1.1950328;-0.0517924;-0.12392348;0.3133018;-0.4134864;0.74468565;-2.4997504;-0.048850935;0.016363323;0.30888647;-0.12366491;0.0064133382;-0.035923626;0.11611834;0.035757862;0.6120571;0.013556941;0.2238705;-0.12259758;0.06612262;-0.58525646;0.5183695;-0.87782687;0.05221736;-0.07535545;-0.010409672;-0.00090993464;0.06860698;-0.07325325;0.02833352;-0.006549199;0.13617633;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_8Nm_02-09-2021_15-04_Em_1.mat
-3.144086;-0.3856519;1.6985357;45.107677;-3.1383426;-0.39113417;1.6876675;45.107937;-5.8189864;-0.82930607;1.7949346;12.108577;-6.799158;-0.8725382;1.8118367;12.140653;-0.046484556;0.8518494;0.059382193;0.89594996;-2.197893;-0.094409004;-0.29955027;1.3675189;-0.25677922;-0.014548016;-0.2117403;-0.008925741;0.032354247;0.4939513;-0.38986716;-0.004611063;-0.20086648;0.019988708;-0.17045115;-0.018439747;-0.7877892;0.209351;-0.30234978;0.6649753;0.0044168145;0.08666782;0.00056005;0.04700571;-0.007831706;0.12662232;-0.07800531;0.057383355;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_8Nm_02-09-2021_15-04_Em_2.mat
-3.3969138;-0.3160499;3.9663103;48.543068;-3.3905234;-0.3191764;3.9601831;48.546776;-6.0206804;-0.844064;2.4192798;11.987435;-7.0163307;-0.8925098;2.3616078;12.001016;0.042508103;0.40652633;-1.2041318;-0.017533379;-0.07361356;2.2689137;0.11896251;1.6084552;-0.07034692;0.0028118265;0.017331349;0.331784;-0.59293365;-0.012680403;-0.2774118;-0.02389749;-0.099509075;0.026223809;0.013927175;0.2504491;-0.14895633;0.8342897;-0.20996815;0.8450224;-0.03760188;0.02418569;-0.09002511;-0.0096111735;-0.12541787;0.019239996;-0.1151899;0.0028079946;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_9Nm_02-09-2021_15-04_Em_0.mat
-3.3969138;-0.3160499;3.9663103;48.543068;-3.3905234;-0.3191764;3.9601831;48.546776;-6.0206804;-0.844064;2.4192798;11.987435;-7.0163307;-0.8925098;2.3616078;12.001016;-1.2260016;-0.042775586;-0.12048835;0.31997642;-0.27617046;0.97125924;-2.568629;-0.06901399;0.013603477;0.31779528;-0.12489393;0.0033140003;-0.042306293;0.12345934;0.028526705;0.63409376;0.021943955;0.22763993;-0.13128938;0.064060055;-0.3357343;0.7383386;-0.93688273;0.020504037;-0.075394705;-0.010139822;0.0016596647;0.07324785;-0.08416289;0.034874465;-0.01116186;0.1428042;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_9Nm_02-09-2021_15-04_Em_1.mat
-3.3969138;-0.3160499;3.9663103;48.543068;-3.3905234;-0.3191764;3.9601831;48.546776;-6.0206804;-0.844064;2.4192798;11.987435;-7.0163307;-0.8925098;2.3616078;12.001016;-0.044240322;0.8669616;0.049574267;0.92226464;-2.266246;-0.109732546;-0.39230686;1.462033;-0.26252848;-0.015438299;-0.21916881;-0.006230554;0.033962898;0.5210658;-0.39724413;0.009346942;-0.21763586;0.014443293;-0.1792276;-0.024080899;-0.92278713;0.04771585;-0.46888644;0.63758945;0.006507215;0.0923934;-0.002553363;0.048884537;-0.0059536593;0.13763338;-0.086317405;0.046150193;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys1\GrabbedData_Fault_3z_U_UpDown_9Nm_02-09-2021_15-04_Em_2.mat
-1.0919739;-0.18158813;2.6895516;15.663457;-1.0854857;-0.18330856;2.6896033;15.665826;-4.3889914;-1.2290188;3.734461;9.476276;-3.518397;-1.1053855;3.9942093;9.488386;-0.06459546;0.020053232;0.009732812;0.1354208;-0.21862037;0.31510696;-0.06225576;0.4942329;-0.013036075;0.020681417;-0.051249266;-0.00051607384;-0.07522991;0.055678975;-0.09823036;0.022756496;0.012182338;0.18188503;-0.87465066;-0.048871513;0.02879306;1.5509038;0.13864756;0.8859741;-0.018625068;0.014036584;0.023505695;0.23172668;-0.46334088;-0.015746512;-0.14362259;-0.008065571;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_0_5Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.0919739;-0.18158813;2.6895516;15.663457;-1.0854857;-0.18330856;2.6896033;15.665826;-4.3889914;-1.2290188;3.734461;9.476276;-3.518397;-1.1053855;3.9942093;9.488386;0.013863574;0.12829947;-0.06495032;0.03297881;-0.19836812;0.46521318;-0.48099473;0.085506946;-0.047740083;0.0023147343;-0.0071119703;0.035524115;-0.07328009;0.023524376;-0.05325288;0.10182249;-0.81716377;-0.073859215;-0.055956602;0.34818175;-0.26932737;0.3998073;-1.7079016;-0.13802868;0.017988587;0.20228216;-0.11733759;-0.006638014;-0.03170207;0.14557011;0.034233842;0.45947218;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_0_5Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
-1.0919739;-0.18158813;2.6895516;15.663457;-1.0854857;-0.18330856;2.6896033;15.665826;-4.3889914;-1.2290188;3.734461;9.476276;-3.518397;-1.1053855;3.9942093;9.488386;-0.11507503;0.0092300065;-0.111365505;-0.008251672;-0.5539994;0.042031333;-0.37558284;0.28301385;0.002190115;0.050009813;-0.0047923983;0.035746727;-0.039345182;0.109708935;-0.045245975;0.058816947;0.008281521;0.69809103;0.07876535;0.55178523;-1.4098924;-0.16540812;-0.16250233;0.9947701;-0.19918214;-0.01936659;-0.12158636;-0.0076497453;0.036641914;0.34334725;-0.34523892;0.008139799;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_0_5Nm_12-14-2020_13-02SwitchedSubSys_Em_2.mat
-1.2051822;-0.28273255;4.266916;17.393093;-1.20763;-0.2889917;4.2638025;17.391949;-4.534592;-1.2624933;3.9757326;9.572808;-3.667753;-1.1666648;4.2187138;9.595093;-0.08790835;0.030934012;0.0005098007;0.1416419;-0.15695381;0.33058837;-0.071209244;0.5005566;-0.019089198;0.023464749;-0.059232354;-0.00037858175;-0.09864083;0.050759837;-0.10044959;0.029695837;0.039637376;0.18588257;-0.8920019;-0.057042487;0.06224811;1.6279457;0.15348914;0.91878414;-0.019603793;0.01012995;0.024158591;0.23371829;-0.5015556;-0.034428187;-0.15608421;-0.011900342;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_0Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.2051822;-0.28273255;4.266916;17.393093;-1.20763;-0.2889917;4.2638025;17.391949;-4.534592;-1.2624933;3.9757326;9.572808;-3.667753;-1.1666648;4.2187138;9.595093;0.005751179;0.14825448;-0.065908216;0.051774926;-0.10856363;0.40834022;-0.38904196;0.10196508;-0.05412809;-0.0030183585;-0.009539358;0.03163457;-0.0772108;0.023140961;-0.046629544;0.12892611;-0.8429653;-0.09025708;-0.05140148;0.3452847;-0.29360333;0.4039048;-1.7297828;-0.13828143;0.023735711;0.2075845;-0.11489704;-0.005863168;-0.026250182;0.14465685;0.047908347;0.50373894;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_0Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
-1.2051822;-0.28273255;4.266916;17.393093;-1.20763;-0.2889917;4.2638025;17.391949;-4.534592;-1.2624933;3.9757326;9.572808;-3.667753;-1.1666648;4.2187138;9.595093;-0.11416394;0.023528669;-0.11653248;0.0061489213;-0.47799274;0.099941656;-0.2366555;0.22143662;-0.003102318;0.04875229;-0.0035210764;0.036140706;-0.034540873;0.12592834;-0.04287783;0.048857495;0.0076594194;0.7100349;0.09541678;0.5800035;-1.5013846;-0.16963488;-0.12706497;1.103254;-0.19940503;-0.017399773;-0.12642816;-0.013903199;0.03673983;0.37099376;-0.36508772;-0.010417929;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_0Nm_12-14-2020_13-02SwitchedSubSys_Em_2.mat
-1.358532;-0.3711049;5.5057273;19.34252;-1.3528891;-0.37412205;5.4995446;19.34544;-4.6702213;-1.3373054;4.233338;9.594714;-3.8095982;-1.2136693;4.4622335;9.615331;-0.0900561;0.019587569;0.0152542535;0.15222168;-0.1349353;0.34091604;-0.17560287;0.532109;-0.015712667;0.022081539;-0.058078118;-0.005595396;-0.07836324;0.06302422;-0.10440305;0.032766435;0.060957134;0.19460608;-0.9290706;-0.06682855;0.093050174;1.6476746;0.20585936;0.9837872;-0.022581588;0.009746355;0.03050706;0.24266198;-0.4946686;-0.027402736;-0.16461957;-0.0013148943;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_5Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.358532;-0.3711049;5.5057273;19.34252;-1.3528891;-0.37412205;5.4995446;19.34544;-4.6702213;-1.3373054;4.233338;9.594714;-3.8095982;-1.2136693;4.4622335;9.615331;0.024542307;0.14715701;-0.08044111;0.052680235;-0.20611596;0.41712967;-0.46431813;0.12950958;-0.05479107;-0.007868422;-0.007330118;0.041385405;-0.079004504;0.027938895;-0.06948652;0.10881343;-0.88267076;-0.10798883;-0.05863087;0.36122355;-0.29169458;0.35576755;-1.8101664;-0.22915186;0.028772462;0.21693632;-0.12361341;-0.0056654983;-0.016117092;0.13949244;0.02626433;0.500104;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_5Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
-1.358532;-0.3711049;5.5057273;19.34252;-1.3528891;-0.37412205;5.4995446;19.34544;-4.6702213;-1.3373054;4.233338;9.594714;-3.8095982;-1.2136693;4.4622335;9.615331;-0.13421437;0.016333386;-0.1367187;-0.012590836;-0.5578892;0.11453502;-0.30894125;0.27710846;-0.0006091893;0.056597102;0.00027164762;0.04334775;-0.057439864;0.121186264;-0.046046995;0.07195338;0.007033736;0.7419367;0.10777443;0.61112726;-1.5464028;-0.28624943;-0.13140249;1.0719556;-0.2100418;-0.023216741;-0.13621669;-0.017837688;0.018059526;0.37799478;-0.3584216;-0.017765028;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_1_5Nm_12-14-2020_13-02SwitchedSubSys_Em_2.mat
-1.4505024;-0.43369505;6.4065375;20.81433;-1.450461;-0.43819094;6.4005284;20.816198;-4.8609457;-1.3748012;4.399086;9.67362;-3.9918044;-1.2543689;4.5929728;9.689151;-0.08124752;0.017841244;0.011732179;0.1417772;-0.17935139;0.36849123;-0.123464175;0.48670292;-0.016784187;0.023873482;-0.058732044;-0.005735186;-0.085339494;0.04010205;-0.10446842;0.010201102;0.06689981;0.2102664;-0.9841399;-0.07557526;0.08913891;1.6947184;0.23408192;0.9890826;-0.025045117;0.007972558;0.03280866;0.26114503;-0.5002694;-0.038852397;-0.17159049;-0.02922568;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_0Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.4505024;-0.43369505;6.4065375;20.81433;-1.450461;-0.43819094;6.4005284;20.816198;-4.8609457;-1.3748012;4.399086;9.67362;-3.9918044;-1.2543689;4.5929728;9.689151;0.023895495;0.15028863;-0.06691099;0.049285956;-0.16446613;0.38917577;-0.4968132;0.11836781;-0.052303366;-0.00889075;-0.011671279;0.038560268;-0.08587132;0.011263811;-0.034766436;0.11452934;-0.94202;-0.109436095;-0.05754702;0.36784273;-0.28202152;0.3949324;-1.8386341;-0.27053332;0.032344136;0.23667823;-0.12791558;-0.00935319;-0.0142627;0.14913188;0.05142773;0.50305367;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_0Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
-1.4505024;-0.43369505;6.4065375;20.81433;-1.450461;-0.43819094;6.4005284;20.816198;-4.8609457;-1.3748012;4.399086;9.67362;-3.9918044;-1.2543689;4.5929728;9.689151;-0.11571017;0.01203519;-0.12275668;-0.011611688;-0.56748617;0.13035607;-0.28652328;0.2096371;-0.003384033;0.05139501;0.0010231901;0.04160269;-0.020474723;0.117863946;-0.041902464;0.060224954;0.01871382;0.77886045;0.11389377;0.65844053;-1.6008518;-0.3252364;-0.13205107;1.1082733;-0.22346939;-0.024415854;-0.14981914;-0.022198504;0.04862206;0.3868465;-0.36345658;-0.015595514;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_0Nm_12-14-2020_13-02SwitchedSubSys_Em_2.mat
-1.5706154;-0.55168986;8.194307;22.59489;-1.5693518;-0.56158286;8.191824;22.591135;-5.0336566;-1.4469161;4.655953;9.741387;-4.1416078;-1.3146926;4.8176794;9.763505;-0.07419239;0.025961295;0.01402759;0.1573332;-0.0944971;0.41828716;-0.12255975;0.4909427;-0.020738002;0.018901184;-0.061696816;-0.00925132;-0.09286693;0.03358919;-0.10048257;0.015437452;0.07055724;0.22104535;-1.0346824;-0.095519595;0.0871969;1.780576;0.27084306;1.0112207;-0.027106168;0.008629787;0.037295092;0.27857143;-0.52226573;-0.051188596;-0.17040977;-0.019507939;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_5Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.5706154;-0.55168986;8.194307;22.59489;-1.5693518;-0.56158286;8.191824;22.591135;-5.0336566;-1.4469161;4.655953;9.741387;-4.1416078;-1.3146926;4.8176794;9.763505;0.031769972;0.147938;-0.07794056;0.04422429;-0.1898684;0.37995008;-0.5881793;0.05192744;-0.050043657;-0.006571314;-0.003983689;0.04548046;-0.074573055;0.009743626;-0.034228917;0.1161104;-0.9800267;-0.13219188;-0.057652283;0.3719084;-0.33270907;0.50122625;-2.0449522;-0.28967223;0.03722042;0.24434069;-0.13398819;-0.0097066695;-0.012841727;0.14154685;0.0555472;0.52739304;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_5Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
-1.5706154;-0.55168986;8.194307;22.59489;-1.5693518;-0.56158286;8.191824;22.591135;-5.0336566;-1.4469161;4.655953;9.741387;-4.1416078;-1.3146926;4.8176794;9.763505;-0.13293032;0.01555579;-0.11674887;-0.012132289;-0.6134525;0.057813182;-0.25700572;0.29773197;0.006592375;0.061495524;-0.0050127693;0.035463523;-0.025893858;0.12398107;-0.05318427;0.05198678;0.031877473;0.81209546;0.13338147;0.67723924;-1.7615726;-0.34679753;-0.16909613;1.124902;-0.23818088;-0.027246453;-0.15385978;-0.022708943;0.044218477;0.39830843;-0.38270542;-0.032326095;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_2_5Nm_12-14-2020_13-02SwitchedSubSys_Em_2.mat
-1.7193961;-0.7099658;10.444766;24.772442;-1.7182603;-0.7155478;10.441826;24.769577;-5.158509;-1.5341953;4.939975;9.766021;-4.2622843;-1.3956101;5.050393;9.795359;-0.07252309;0.049248178;0.022326406;0.16943628;-0.09995461;0.5856898;-0.02135291;0.60075325;-0.027999656;0.016869135;-0.063657;-0.010287682;-0.08765798;0.018328818;-0.107276104;0.023988381;0.0976073;0.23514543;-1.0570332;-0.10692656;0.11493264;1.7807769;0.26321462;1.0523611;-0.03439734;0.0075533674;0.038998272;0.28162798;-0.5296381;-0.064404465;-0.18800327;-0.03363024;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_3_0Nm_12-14-2020_13-02SwitchedSubSys_Em_0.mat
-1.7193961;-0.7099658;10.444766;24.772442;-1.7182603;-0.7155478;10.441826;24.769577;-5.158509;-1.5341953;4.939975;9.766021;-4.2622843;-1.3956101;5.050393;9.795359;0.024954261;0.1495604;-0.087450236;0.041395683;-0.17534852;0.41894376;-0.75815445;0.0311438;-0.051759418;-0.007976207;-0.0032536117;0.047900863;-0.08541561;0.041542456;-0.012651024;0.121044464;-1.0095515;-0.14889622;-0.055947557;0.38985273;-0.33871034;0.51969975;-1.9736062;-0.28420168;0.035684682;0.25241315;-0.13759252;-0.012917058;-0.013987479;0.13679454;0.07716497;0.549117;.\data\AI_InputData\Measurement_HS_Procesed\FaultSubSys2\GrabbedData_Fault_3z_U_RampUp_3_0Nm_12-14-2020_13-02SwitchedSubSys_Em_1.mat
